"","bpns-W1","bpns-NIEUWPOORTKUST8","bpns-D1","bpns-OOSTDYCK","bpns-KB2","bpns-VG2","bpns-C05BELWIND","bpns-WK14","bpns-WZ","bpns-S7","bpns-WK12","bpns-S4","bpns-A1BIS","bpns-WENDUINEBANKW","bpns-OH6","bpns-GARDENCITY","bpns-NHSE","s-8","s-4","s-1","s-9","s-5","s-6","s-7","s-3","s-2","s-2a","s-4a","s-4b","s-4c","ws-11","ws-12A","ws-13","ws-14","ws-15","ws-15A","ws-16","ws-18","ws-23","ws-25","ws-25A","ws-25B","ws-2C","ws-6","ws-4","ws-A1","ws-A3","ws-A5","ws-DL12","ws-DL7","ws-DL9","ws-GVWSP","ws-OG10","ws-OGDL","ws-PPB","ws-PPC","ws-PVTSS","ws-SP3","ws-STEEN","ws-TRAWL","ws-W6","ws-W7","ws-WN2","bpns-BIRKENFELS","ak-41","ak-42","ak-44","ak-45","ak-46","ak-47","ak-48","s-10","s-9a","ws-FZ2","ws-HW6","ws-55","ws-53A","ws-53","s-12","ws-42A","s-11","bpns-B05BELWIND","bpns-C05AR1Belwind","bpns-C05AR2Belwind","bpns-C05AR3Belwind","bpns-WKS","s-8a","bpns-BelwindReefballs","bpns-Kilmore","s-10a","s-Wetteren","s-Wichelen","gn-Lier","kn-Lier","bn-Lier","bn-Walem","du-Hamveer","s-Dendermonde","s-Vlassenbroek","ws-F42"
"ws-W7",11363.0206776264,64585.7086973461,64631.1616541502,67568.4084717777,54970.3368495301,46365.326884323,57096.8831284285,15306.8842470121,20747.491668247,20032.2092538872,26457.2183350852,28607.2581722966,36191.9041945125,45653.3421375316,44879.4348850676,83801.5809272537,70532.3374576085,90864.9452358738,123664.122840644,155338.115112741,85749.6094484346,105354.11954837,100526.63446806,98655.3963202063,127648.072090448,154192.319806974,137528.687814889,113377.075402018,110319.627267712,107901.378975099,17712.9353718515,23669.1826525427,17724.2346877274,24913.5325009614,18678.6113775654,19610.4533589798,26182.3535465564,27861.567247857,23808.4556505691,24858.9084870102,25340.8421688178,26971.1134757677,18740.7895765425,19060.7877052471,18731.3628260921,20399.2132881918,21500.4810844088,22601.7488806251,7637.13411254443,7427.7774083104,7175.10485576944,4621.87350691995,8816.45966792212,7700.75325560803,22279.81426317,23303.9233370111,18029.1883697064,5982.46900391484,1076.79659904198,3549.82079294744,918.5316849357,0,2251.37826934993,74794.8379768794,77807.0290128805,77383.4644758737,70638.354644901,69983.9332435574,63012.4453563772,62144.5902160384,62657.929977256,78332.4392801071,85363.0047637878,43383.2024198233,43172.3244723694,42263.1450460312,42276.3169273316,42340.3037684078,66038.7032219397,43031.1789089178,66787.8090920723,57580.6893756606,57255.0096273559,56831.4450903492,57143.9529573541,73795.3918701919,91009.2166273852,57928.8399090646,67288.0538336262,78178.9182510699,147633.591500698,142164.831674764,108583.694835228,106459.999945506,112305.306649431,107975.981905935,107598.790499572,121288.706605083,114814.6390363,43215.6491704459
"ws-WN2",12737.2167736214,65959.9047933412,66005.3577501453,68942.6045677722,56344.5329455251,46075.4815723957,56807.0378165004,16681.0803430072,22121.687764242,21406.4053498821,26167.3730231572,29394.1455360834,37566.1002905076,47027.5382335266,46253.6309810627,83511.7356153262,70242.4921456804,91154.7905478017,123953.968152572,155627.960424668,86039.4547603625,105643.964860297,100816.479779988,98945.2416321342,127937.917402376,154482.165118902,137818.533126817,113666.920713946,110609.472579639,108191.224287027,17758.068712026,23959.0279644706,18014.0799996547,25203.3778128893,18968.4566894933,19900.2986709077,26472.1988584843,28151.4125597849,24098.300962497,25148.7537989381,25630.6874807457,27260.9587876956,18296.4989732095,19350.633017175,19021.20813802,20689.0586001197,21790.3263963367,22891.594192553,5385.75584319672,5176.39913896048,4923.72658641952,2370.49523757003,6565.0813985744,5449.37498626032,22569.6595750979,23593.768648939,18319.033681634,3731.09073456492,2840.30796220802,1298.44252359751,1383.15543099744,2251.37826934993,0,74504.9926649513,78096.8743248082,77673.3097878014,70928.1999568288,70273.7785554851,63302.2906683052,62434.4355279663,62947.775289184,78622.2845920348,85652.8500757156,43673.0477317513,43462.1697842974,42552.9903579592,42566.1622392595,42630.1490803358,66328.5485338676,43321.0242208458,67077.6544040001,57290.8440637325,56965.1643154278,56541.599778421,56854.107645426,75169.5879661868,91299.061939313,57638.9945971365,68662.2499296206,78468.7635629977,147923.436812626,142454.676986691,108873.540147156,106749.845257434,112595.151961359,108265.827217863,107888.6358115,121578.551917011,115104.484348228,43505.4944823739
"bpns-BIRKENFELS",65193.7434958797,58973.5003061861,49464.8987629526,33106.7336970769,38147.9963125401,31903.1524990345,19410.9386507277,63354.4028835753,57228.6019414296,55790.4190043583,48337.6196417949,46187.5798045844,44663.3297951511,50341.8038497812,56875.0756768234,24972.9367279472,15735.1691622514,165659.783212754,198458.960817526,230132.953089622,160544.447425314,180148.95752525,175321.47244494,173450.234297086,202442.910067329,228987.157783856,212323.525791771,188171.913378899,185114.465244592,182696.216951979,92263.0613769767,98464.0206294208,92519.0726646053,99708.3704778394,93473.4493544437,94405.2913358581,100977.191523434,102656.405224735,98603.293627447,99653.7464638881,100135.680145696,101765.951452646,92801.4916381599,93855.6256821254,93526.2008029705,95194.05126507,96295.3190612868,97396.5868575031,75538.6563358936,73366.2096369102,74599.2601694543,74166.2049586718,75689.2925731216,76359.4416473068,97074.652240048,98098.761313889,92824.0263465846,73748.3220412656,75871.6345759213,74606.6865078279,74367.5283090231,74794.8379768794,74504.9926649513,0,152601.866989758,152178.302452751,145433.192621779,144778.771220435,137807.283333255,136939.428192916,137452.767954134,153127.277256985,160157.842740666,118178.040396701,117967.162449247,117057.983022909,117071.154904209,117135.141745286,140833.541198817,117826.016885796,141582.64706895,19171.8443752483,19448.581729203,19627.4342944557,19217.0416387494,48140.6261159884,165804.054604263,21809.1798972379,29387.8249393639,152973.756227948,222428.429477577,216959.669651643,183378.532812106,181254.837922384,187100.144626309,182770.819882813,182393.62847645,196083.544581961,189609.477013178,118010.487147324
"ak-41",89023.2225074539,142245.910527171,142291.363483976,145228.610301605,132630.538679358,124172.355897203,134903.912141306,92967.0860768394,98407.6934980744,97692.411083715,104264.247347965,106414.287185177,113852.10602434,123313.543967358,122539.636714893,161608.609940134,148339.366470485,13128.0907968632,45927.2684016347,77601.2606737302,8012.75500942396,27617.2651093594,22789.7800290496,20918.5418811959,49911.2176514381,76455.4653679638,59791.8333758798,35640.2209630084,32582.7728287015,30164.5245360887,60338.8056127825,56046.5997400165,60082.7943251538,55242.7314407533,59128.4176353156,58734.9419917589,54463.3343386664,53371.429369574,56788.2898403024,56031.4913699654,55549.5576881578,54408.7103247147,59800.3753515993,58746.2413076335,59075.6661867885,58680.3179778078,58215.3013081504,57750.2846384923,77063.2106538654,79235.6573528488,78002.6068203048,78435.6620310875,77017.8362774397,76242.4253424521,58512.7008051042,57488.5917312631,59777.8406431745,78853.5449484936,77170.7139629951,77995.1804819314,78234.3386807365,77807.0290128805,78096.8743248082,152601.866989758,0,544.047957458626,7218.98321456306,8068.70677786167,16338.4242816064,17051.9977713069,18622.7404421125,595.584841095843,7626.15032477654,36283.6375783844,37277.5938354492,35543.8839668494,36020.1360290558,36445.5731314876,11838.5003648092,36293.0643288345,11580.6165117559,135387.718388539,135062.038640235,134638.474103228,134950.981970233,151455.59370002,13272.3621883739,135735.868921943,144948.255663454,442.063812058177,69896.7370616878,64427.9772357535,31793.2207111631,29669.5258214412,35514.8325253661,30239.1274669241,29861.9360605614,43551.8521660722,37077.7845972892,36598.0180108145
"ak-42",88599.6579704471,141822.345990165,141867.79894697,144805.045764599,132206.974142351,123748.791360197,134480.347604299,92543.5215398326,97984.1289610676,97268.8465467083,103840.682810958,105990.72264817,113428.541487333,122889.979430351,122116.072177887,161185.045403127,147915.801933479,13601.9641804525,46401.141785224,78075.1340573195,8486.6283930133,28091.1384929487,23263.653412639,21392.4152647852,50385.0910350275,76929.3387515531,60265.7067594691,36114.0943465977,33056.6462122908,30638.3979196781,59915.2410757757,55623.0352030097,59659.229788147,54819.1669037465,58704.8530983088,58311.3774547521,54039.7698016596,52947.8648325672,56364.7253032956,55607.9268329586,55125.993151151,53985.1457877079,59376.8108145925,58322.6767706267,58652.1016497817,58256.753440801,57791.7367711436,57326.7201014855,76639.6461168586,78812.0928158421,77579.042283298,78012.0974940807,76594.2717404329,75818.8608054454,58089.1362680974,57065.0271942563,59354.2761061677,78429.9804114868,76747.1494259883,77571.6159449246,77810.7741437297,77383.4644758737,77673.3097878014,152178.302452751,544.047957458626,0,6795.41867755627,7645.14224085489,15914.8597445996,16628.4332343001,18199.1759051057,1069.45822468519,8100.02370836589,35860.0730413776,36854.0292984425,35120.3194298426,35596.571492049,36022.0085944809,11414.9358278024,35869.4997918277,11157.0519747491,134964.153851533,134638.474103228,134214.909566221,134527.417433226,151032.029163013,13746.2355719632,135312.304384937,144524.691126447,915.937195648073,70370.6104452771,64901.8506193428,31249.1727537045,29125.4778639826,34970.7845679075,30713.0008505135,30335.8094441507,44025.7255496615,37551.6579808786,36174.4534738077
"ak-44",81854.5481394745,135077.236159192,135122.689115997,138059.935933626,125461.864311378,117003.681529224,127735.237773327,85798.41170886,91239.0191300949,90523.7367157356,97095.5729799857,99245.6128171976,106683.43165636,116144.869599379,115370.962346914,154439.935572155,141170.692102506,20276.8994375569,53076.0770423285,84750.0693144236,15161.5636501177,34766.0737500532,29938.5886697434,28067.3505218897,57060.0262921319,83604.2740086573,66940.6420165735,42789.0296037022,39731.5814693953,37313.3331767825,53170.131244803,48877.925372037,52914.1199571743,48074.0570727738,51959.7432673361,51566.2676237794,47294.6599706869,46202.7550015945,49619.6154723229,48862.8170019859,48380.8833201783,47240.0359567352,52631.7009836199,51577.5669396541,51906.991818809,51511.6436098283,51046.6269401709,50581.6102705128,69894.5362858864,72066.9829848698,70833.9324523257,71266.9876631081,69849.1619094608,69073.7509744732,51344.0264371247,50319.9173632836,52609.166275195,71684.8705805144,70002.0395950157,70826.506113952,71065.6643127571,70638.354644901,70928.1999568288,145433.192621779,7218.98321456306,6795.41867755627,0,900.032409882827,9521.91183971195,9883.32340332746,11806.228000218,7744.39348178961,14774.9589654703,29114.963210405,30108.9194674698,28375.2095988699,28851.4616610763,29276.8987635082,4669.82599682977,29124.3899608551,4411.94214377654,128219.04402056,127893.364272255,127469.799735249,127782.307602254,144286.91933204,20421.1708290677,128567.194553964,137779.581295474,7590.8724527525,77045.5457023814,71576.7858764471,37995.6490369107,35871.9541471889,41717.2608511138,37387.9361076179,37010.7447012552,50700.6608067659,44226.593237983,29429.3436428351
"ak-45",81200.1267381308,134422.814757848,134468.267714653,137405.514532282,124807.442910034,116349.26012788,127080.816371983,85143.9903075163,90584.5977287513,89869.3153143919,96441.1515786421,98591.191415854,106029.010255017,115490.448198035,114716.54094557,153785.514170811,140516.270701162,21126.6230008556,53925.8006056271,85599.7928777222,16011.2872134164,35615.7973133518,30788.312233042,28917.0740851883,57909.7498554305,84453.9975719558,67790.3655798721,43638.7531670008,40581.3050326939,38163.0567400811,52515.7098434593,48223.5039706933,52259.6985558307,47419.6356714301,51305.3218659924,50911.8462224357,46640.2385693433,45548.3336002508,48965.1940709792,48208.3956006422,47726.4619188346,46585.6145553915,51977.2795822762,50923.1455383104,51252.5704174653,50857.2222084846,50392.2055388272,49927.1888691691,69240.1148845428,71412.5615835261,70179.5110509821,70612.5662617645,69194.7405081171,68419.3295731296,50689.605035781,49665.4959619399,51954.7448738513,71030.4491791708,69347.618193672,70172.0847126083,70411.2429114134,69983.9332435574,70273.7785554851,144778.771220435,8068.70677786167,7645.14224085489,900.032409882827,0,9727.10816756542,9228.90200198379,12011.4243280715,8594.11704508823,15624.6825287689,28460.5418090613,29454.4980661261,27720.7881975263,28197.0402597327,28622.4773621645,4015.40459548617,28469.9685595114,3757.520742433,127564.622619216,127238.942870912,126815.378333905,127127.88620091,143632.497930696,21270.8943923663,127912.77315262,137125.15989413,8440.59601605111,77895.26926568,72426.5094397457,38845.3726002094,36721.6777104875,42566.9844144124,38237.6596709165,37860.4682645538,51550.3843700646,45076.3168012816,28774.9222414914
"ak-46",74228.6388509506,127451.326870668,127496.779827473,130434.026645102,117835.955022854,109377.7722407,120109.328484803,78172.5024203362,83613.1098415711,82897.8274272118,89469.6636914619,91619.7035286738,99057.5223678366,108518.960310855,107745.05305839,146814.026283631,133544.782813982,29396.3405046004,62195.5181093719,93869.5103814667,24281.0047171611,43885.5148170966,39058.0297367868,37186.7915889331,66179.4673591753,92723.7150757003,76060.0830836166,51908.4706707456,48851.0225364387,46432.7742438259,45544.2219562792,41252.0160835132,45288.2106686505,40448.14778425,44333.8339788123,43940.3583352556,39668.7506821631,38576.8457130707,41993.7061837991,41236.9077134621,40754.9740316545,39614.1266682114,45005.791695096,43951.6576511302,44281.0825302852,43885.7343213045,43420.7176516471,42955.7009819889,62268.6269973629,64441.0736963464,63208.0231638023,63641.0783745847,62223.2526209373,61447.8416859497,43718.1171486008,42694.0080747598,44983.2569866712,64058.961291991,62376.1303064919,63200.5968254285,63439.7550242333,63012.4453563772,63302.2906683052,137807.283333255,16338.4242816064,15914.8597445996,9521.91183971195,9727.10816756542,0,916.797534688902,2837.71347292097,16863.834548833,23894.4000325137,21489.053921881,22483.0101789459,20749.300310346,21225.5523725524,21650.9894749843,6102.58472635362,21498.4806723311,6851.6905964862,120593.134732037,120267.454983732,119843.890446725,120156.39831373,136661.010043516,29540.6118961111,120941.285265441,130153.67200695,16710.3135197958,86164.9867694245,80696.2269434902,47115.0901039541,44991.3952142322,50836.7019181571,46507.3771746613,46130.1857682986,59820.1018738093,53346.0343050264,21803.4343543111
"ak-47",73360.7837106118,126583.471730329,126628.924687134,129566.171504763,116968.099882515,108509.917100361,119241.473344464,77304.6472799973,82745.2547012323,82029.9722868729,88601.8085511231,90751.848388335,98189.6672274978,107651.105170516,106877.197918051,145946.171143292,132676.927673643,30109.9139943008,62909.0915990724,94583.0838711671,24994.5782068616,44599.088306797,39771.6032264873,37900.3650786335,66893.0408488757,93437.2885654008,76773.656573317,52622.044160446,49564.5960261391,47146.3477335264,44676.3668159403,40384.1609431743,44420.3555283117,39580.2926439111,43465.9788384734,43072.5031949167,38800.8955418243,37708.9905727318,41125.8510434602,40369.0525731232,39887.1188913157,38746.2715278725,44137.9365547572,43083.8025107914,43413.2273899463,43017.8791809656,42552.8625113082,42087.8458416501,61400.7718570241,63573.2185560076,62340.1680234634,62773.2232342459,61355.3974805984,60579.9865456108,42850.262008262,41826.1529344209,44115.4018463323,63191.1061516522,61508.275166153,62332.7416850897,62571.8998838945,62144.5902160384,62434.4355279663,136939.428192916,17051.9977713069,16628.4332343001,9883.32340332746,9228.90200198379,916.797534688902,0,3551.36435810591,17577.4080385334,24607.9735222142,20621.1987815422,21615.155038607,19881.4451700072,20357.6972322136,20783.1343346454,5283.67198036612,20630.6255319923,6032.77785049869,119725.279591698,119399.599843393,118976.035306386,119288.543173391,135793.154903177,30254.1853858116,120073.430125102,129285.816866611,17423.8870094963,86878.5602591249,81409.8004331906,47828.6635936546,45704.9687039327,51550.2754078576,47220.9506643618,46843.7592579991,60533.6753635098,54059.6077947269,20935.5792139723
"ak-48",73874.1234718295,127096.811491547,127142.264448352,130079.511265981,117481.439643733,109023.256861579,119754.813105682,77817.987041215,83258.5944624499,82543.3120480906,89115.1483123407,91265.1881495526,98703.0069887154,108164.444931734,107390.537679269,146459.51090451,133190.267434861,31680.6566651064,64479.834269878,96153.8265419727,26565.3208776672,46169.8309776026,41342.3458972929,39471.1077494392,68463.7835196813,95008.0312362064,78344.3992441226,54192.7868312516,51135.3386969447,48717.090404332,45189.706577158,40897.500704392,44933.6952895293,40093.6324051288,43979.3185996911,43585.8429561344,39314.2353030419,38222.3303339495,41639.1908046779,40882.3923343409,40400.4586525333,39259.6112890902,44651.2763159749,43597.1422720091,43926.567151164,43531.2189421833,43066.2022725259,42601.1856028678,61914.1116182418,64086.5583172252,62853.5077846811,63286.5629954635,61868.7372418161,61093.3263068285,43363.6017694797,42339.4926956386,44628.74160755,63704.4459128698,62021.6149273707,62846.0814463074,63085.2396451121,62657.929977256,62947.775289184,137452.767954134,18622.7404421125,18199.1759051057,11806.228000218,12011.4243280715,2837.71347292097,3551.36435810591,0,19148.150709339,26178.7161930198,21134.5385427599,22128.4947998247,20394.7849312248,20871.0369934312,21296.4740958631,8835.03633847199,21143.9652932099,9584.14220860457,120238.619352916,119912.939604611,119489.375067604,119801.882934609,136306.494664395,31824.9280566172,120586.76988632,129799.156627829,18994.6296803019,88449.3029299307,82980.5431039964,49399.4062644602,47275.7113747383,53121.0180786632,48791.6933351673,48414.5019288046,62104.4180343154,55630.3504655325,21448.9189751899
"s-10",89548.6327746805,142771.320794398,142816.773751203,145754.020568832,133155.948946584,124697.76616443,135429.322408533,93492.496344066,98933.103765301,98217.8213509416,104789.657615192,106939.697452404,114377.516291566,123838.954234585,123065.04698212,162134.020207361,148864.776737712,12532.5059557673,45331.6835605389,77005.6758326344,7417.17016832812,27021.6802682635,22194.1951879538,20322.9570401,49315.6328103423,75859.880526868,59196.2485347839,35044.6361219125,31987.1879876056,29568.9396949929,60864.2158800091,56572.010007243,60608.2045923804,55768.1417079798,59653.8279025422,59260.3522589854,54988.744605893,53896.8396368005,57313.700107529,56556.9016371919,56074.9679553844,54934.1205919412,60325.7856188259,59271.6515748601,59601.0764540151,59205.7282450344,58740.7115753769,58275.6949057188,77588.620921092,79761.0676200754,78528.0170875314,78961.072298314,77543.2465446662,76767.8356096787,59038.1110723307,58014.0019984897,60303.250910401,79378.9552157202,77696.1242302217,78520.590749158,78759.7489479631,78332.4392801071,78622.2845920348,153127.277256985,595.584841095843,1069.45822468519,7744.39348178961,8594.11704508823,16863.834548833,17577.4080385334,19148.150709339,0,7030.5654836807,36809.047845611,37803.0041026758,36069.2942340759,36545.5462962823,36970.9833987142,12363.9106320357,36818.4745960611,12106.0267789825,135913.128655766,135587.448907461,135163.884370454,135476.392237459,151981.003967246,12676.777347278,136261.27918917,145473.66593068,203.829875620772,69301.152220592,63832.3923946576,32248.4564045215,30124.7615147996,35970.0682187245,29643.5426258283,29266.3512194656,42956.2673249763,36482.1997561934,37123.4282780411
"s-9a",96579.1982583613,149801.886278079,149847.339234884,152784.586052513,140186.514430265,131728.331648111,142459.887892214,100523.061827747,105963.669248982,105248.386834622,111820.223098873,113970.262936084,121408.081775247,130869.519718265,130095.612465801,169164.585691042,155895.342221393,5501.9404720869,38301.1180768584,69975.1103489542,421.691971581662,19991.1147845831,15163.6297042734,13292.3915564196,42285.0673266619,68829.3150431878,52165.6830511035,28014.0706382321,24956.6225039252,22538.3742113124,67894.7813636897,63602.5754909238,67638.770076061,62798.7071916606,66684.3933862229,66290.9177426662,62019.3100895738,60927.4051204813,64344.2655912097,63587.4671208727,63105.5334390652,61964.686075622,67356.3511025066,66302.2170585409,66631.6419376958,66236.2937287151,65771.2770590577,65306.2603893996,84619.1864047728,86791.6331037562,85558.5825712121,85991.6377819948,84573.812028347,83798.4010933595,66068.6765560115,65044.5674821705,67333.8163940817,86409.520699401,84726.6897139025,85551.1562328388,85790.3144316439,85363.0047637878,85652.8500757156,160157.842740666,7626.15032477654,8100.02370836589,14774.9589654703,15624.6825287689,23894.4000325137,24607.9735222142,26178.7161930198,7030.5654836807,0,43839.6133292917,44833.5695863566,43099.8597177567,43576.1117799631,44001.548882395,19394.4761157165,43849.0400797418,19136.5922626632,142943.694139447,142618.014391142,142194.449854135,142506.95772114,159011.569450927,5646.21186359762,143291.844672851,152504.231414361,7184.08651271836,62270.5867369116,56801.8269109772,35893.1791956811,37155.3269984803,31553.9287195696,22612.9771421478,22235.7857357851,35925.7018412958,29451.6342725129,44153.9937617218
"ws-FZ2",54599.3959143968,107822.083934114,107867.536890919,110804.783708548,98206.7120863004,89748.5293041462,100480.085548249,58543.2594837826,63983.8669050173,63268.5844906579,69840.420754908,71990.4605921199,79428.2794312827,88889.7173743009,88115.8101218363,127184.783347077,113915.539877429,49341.5538013784,82140.7314061495,113814.723678244,44226.2180139392,63830.7281138746,59003.2430335648,57132.0048857111,86124.6806559527,112668.928372478,96005.296380394,71853.6839675235,68796.2358332166,66377.9875406039,25914.9790197253,21622.7731469592,25658.9677320966,20818.904847696,24704.5910422584,24311.1153987017,20039.5077456091,18947.6027765166,22364.4632472451,21607.664776908,21125.7310951005,19984.8837316573,25376.5487585421,24322.4147145763,24651.8395937313,24256.4913847505,23791.4747150931,23326.458045435,42639.384060809,44811.8307597925,43578.7802272484,44011.8354380308,42594.0096843834,41818.5987493957,24088.8742120468,23064.7651382058,25354.0140501173,44429.7183554371,42746.887369938,43571.3538888746,43810.5120876794,43383.2024198233,43673.0477317513,118178.040396701,36283.6375783844,35860.0730413776,29114.963210405,28460.5418090613,21489.053921881,20621.1987815422,21134.5385427599,36809.047845611,43839.6133292917,0,1204.47997866943,2831.05832468108,1843.71851811016,1323.59694688833,24515.3117874435,492.372658642215,25264.4176575761,100963.891795483,100638.212047178,100214.647510171,100527.155377176,117031.767106962,49485.8251928891,101312.042328887,110524.429070396,36655.5268165738,106110.200066202,100641.440240267,67060.303400732,64936.6085110103,70781.9152149348,66452.5904714392,66075.3990650765,79765.3151705868,73291.2476018039,314.38043243009
"ws-HW6",54388.5179669429,107611.20598666,107656.658943465,110593.905761094,97995.8341388465,89537.6513566923,100269.207600795,58332.3815363287,63772.9889575634,63057.706543204,69629.5428074541,71779.582644666,79217.4014838288,88678.839426847,87904.9321743824,126973.905399623,113704.661929975,50335.5100584432,83134.6876632142,114808.679935309,45220.174271004,64824.6843709394,59997.1992906297,58125.9611427759,87118.6369130175,113662.884629543,96999.2526374588,72847.6402245882,69790.1920902814,67371.9437976687,25704.1010722714,21411.8951995053,25448.0897846427,20608.0269002421,24493.7130948045,24100.2374512478,19828.6297981552,18736.7248290627,22153.5852997912,21396.7868294541,20914.8531476466,19774.0057842034,25165.6708110882,24111.5367671224,24440.9616462774,24045.6134372966,23580.5967676392,23115.5800979811,42428.5061133551,44600.9528123386,43367.9022797945,43800.9574905769,42383.1317369295,41607.7208019418,23877.9962645929,22853.8871907519,25143.1361026633,44218.8404079832,42536.0094224841,43360.4759414207,43599.6341402255,43172.3244723694,43462.1697842974,117967.162449247,37277.5938354492,36854.0292984425,30108.9194674698,29454.4980661261,22483.0101789459,21615.155038607,22128.4947998247,37803.0041026758,44833.5695863566,1204.47997866943,0,3733.68522385132,2696.0365706973,2024.98845972586,25509.2680445084,1545.92609756178,26258.373914641,100753.013848029,100427.334099724,100003.769562717,100316.277429722,116820.889159508,50479.781449954,101101.164381433,110313.551122942,37649.4830736387,107104.156323266,101635.396497332,68054.2596577968,65930.5647680751,71775.8714719995,67446.546728504,67069.3553221413,80759.2714276515,74285.2038588686,925.186833173449
"ws-55",53479.3385406047,106702.026560322,106747.479517127,109684.726334756,97086.6547125083,88628.4719303541,99360.0281744572,57423.2021099905,62863.8095312253,62148.5271168658,68720.363381116,70870.4032183278,78308.2220574906,87769.6600005088,86995.7527480443,126064.725973285,112795.482503637,48601.8001898433,81400.9777946144,113074.970066709,43486.4644024041,63090.9745023395,58263.4894220298,56392.251274176,85384.9270444177,111929.174760943,95265.542768859,71113.9303559884,68056.4822216816,65638.2339290689,24794.9216459332,20502.7157731671,24538.9103583045,19698.8474739039,23584.5336684663,23191.0580249096,18919.450371817,17827.5454027245,21244.405873453,20487.607403116,20005.6737213084,18864.8263578652,24256.49138475,23202.3573407843,23531.7822199392,23136.4340109585,22671.417341301,22206.4006716429,41519.326687017,43691.7733860004,42458.7228534563,42891.7780642387,41473.9523105913,40698.5413756037,22968.8168382548,21944.7077644137,24233.9566763252,43309.660981645,41626.8299961459,42451.2965150826,42690.4547138873,42263.1450460312,42552.9903579592,117057.983022909,35543.8839668494,35120.3194298426,28375.2095988699,27720.7881975263,20749.300310346,19881.4451700072,20394.7849312248,36069.2942340759,43099.8597177567,2831.05832468108,3733.68522385132,0,1037.64865315402,1708.69676412545,23775.5581759084,2338.68566603886,24524.664046041,99843.834421691,99518.1546733863,99094.5901363795,99407.0980033845,115911.70973317,48746.071581354,100191.984955095,109404.371696605,35915.7732050387,105370.446454667,99901.6866287325,66320.5497891969,64196.8548994751,70042.1616033999,65712.8368599042,65335.6454535415,79025.561559052,72551.4939902691,2909.11608384408
"ws-53A",53492.510421905,106715.198441622,106760.651398427,109697.898216057,97099.8265938087,88641.6438116545,99373.2000557575,57436.3739912908,62876.9814125256,62161.6989981661,68733.5352624163,70883.5750996282,78321.393938791,87782.8318818092,87008.9246293446,126077.897854585,112808.654384937,49078.0522520497,81877.2298568208,113551.222128915,43962.7164646105,63567.2265645459,58739.7414842362,56868.5033363824,85861.1791066241,112405.426823149,95741.7948310654,71590.1824181948,68532.734283888,66114.4859912752,24808.0935272335,20515.8876544675,24552.0822396049,19712.0193552042,23597.7055497666,23204.2299062099,18932.6222531174,17840.7172840249,21257.5777547533,20500.7792844163,20018.8456026087,18877.9982391656,24269.6632660504,23215.5292220846,23544.9541012395,23149.6058922588,22684.5892226014,22219.5725529432,41532.4985683173,43704.9452673008,42471.8947347566,42904.9499455391,41487.1241918916,40711.713256904,22981.9887195551,21957.8796457141,24247.1285576255,43322.8328629454,41640.0018774462,42464.4683963829,42703.6265951877,42276.3169273316,42566.1622392595,117071.154904209,36020.1360290558,35596.571492049,28851.4616610763,28197.0402597327,21225.5523725524,20357.6972322136,20871.0369934312,36545.5462962823,43576.1117799631,1843.71851811016,2696.0365706973,1037.64865315402,0,671.048110971434,24251.8102381149,1351.34585946795,25000.9161082474,99857.0063029913,99531.3265546866,99107.7620176799,99420.2698846848,115924.88161447,49222.3236435604,100205.156836395,109417.543577905,36392.0252672452,105846.698516873,100377.938690939,66796.8018514033,64673.1069616816,70518.4136656062,66189.0889221105,65811.8975157479,79501.8136212583,73027.7460524754,1921.77627727317
"ws-53",53556.4972629813,106779.185282698,106824.638239504,109761.885057133,97163.813434885,88705.6306527307,99437.1868968338,57500.3608323671,62940.9682536019,62225.6858392424,68797.5221034926,70947.5619407044,78385.3807798672,87846.8187228854,87072.9114704209,126141.884695661,112872.641226013,49503.4893544816,82302.6669592527,113976.659231347,44388.1535670424,63992.6636669778,59165.1785866681,57293.9404388143,86286.616209056,112830.863925581,96167.2319334972,72015.6195206267,68958.1713863198,66539.9230937071,24872.0803683098,20579.8744955437,24616.0690806811,19776.0061962805,23661.6923908429,23268.2167472862,18996.6090941936,17904.7041251011,21321.5645958296,20564.7661254926,20082.832443685,18941.9850802418,24333.6501071266,23279.5160631609,23608.9409423158,23213.5927333351,22748.5760636776,22283.5593940195,41596.4854093936,43768.932108377,42535.8815758329,42968.9367866153,41551.1110329679,40775.7000979803,23045.9755606314,22021.8664867903,24311.1153987018,43386.8197040216,41703.9887185225,42528.4552374592,42767.6134362639,42340.3037684078,42630.1490803358,117135.141745286,36445.5731314876,36022.0085944809,29276.8987635082,28622.4773621645,21650.9894749843,20783.1343346454,21296.4740958631,36970.9833987142,44001.548882395,1323.59694688833,2024.98845972586,1708.69676412545,671.048110971434,0,24677.2473405467,831.224288246387,25426.3532106793,99920.9931440675,99595.3133957628,99171.7488587561,99484.256725761,115988.868455547,49647.7607459923,100269.143677472,109481.530418981,36817.462369677,106272.135619305,100803.375793371,67222.2389538352,65098.5440641134,70943.850768038,66614.5260245424,66237.3346181797,79927.2507236902,73453.1831549072,1401.65470605105
