"","s-2","s-Wetteren","s-Wichelen","s-2a","s-3","s-Dendermonde","s-4b","s-4c","s-6","s-8","s-9","s-12","s-7","s-5","ak-41","s-Vlassenbroek","s-4a","s-9a","s-8a","s-11","s-4","s-10a","ak-45","ws-53A","ws-53","ws-42A","ws-18","ws-25B","ws-16","ws-14","ws-12A","ws-6","ws-4","ws-PVTSS","ws-DL9","ws-DL7","ws-55","ws-2C","ws-TRAWL","ws-F42","ws-HW6","ws-11","s-1","ws-OGDL","ws-OG10","ws-SP3","ws-25A","ws-25","ws-23","ws-A5","ws-PPC","ws-A3","ws-A1","ws-15A","ws-15","ws-W6","ak-47","ws-WN2","bpns-WENDUINEBANKW","bpns-Whitley","me-7-2","M-6","ws-13","ws-W7","bpns-W1","bpns-Trapegeer","du-Hamveer","bpns-WK12","ws-FZ2","bpns-S4","bpns-A1BIS","bpns-S7","bpns-O6","M-4","M-4A","M-3","M-2","M-1","M-5","s-Dendermonde2","bpns-KB2","bpns-middelkerkebank","bpns-nieuwpoortbank","PC4C-B08-1","ws-borssele","PC4C-C05-2","PC4C-C05-9","ws-GVWSP","bpns-Cpowerreefballs-CPOD","rel_schelde1","rel_dijle","rel_schelde2","rel_schelde3","rel_schelde4","rel_schelde5"
"bpns-nieuwpoortbank",206430.912562841,200010.005908351,195002.8556727,191998.565531309,184929.783437114,181336.389620301,176090.180643357,173678.503850684,166859.309517669,159024.64644434,153619.208530164,135656.211130261,165268.775795118,172098.49914802,146553.936109265,178501.857436031,178086.021391026,153206.882158455,159024.64644434,136654.131504095,181925.493295723,146553.936109265,139485.15401507,112336.018560577,112336.018560577,112748.344932287,97726.8942253326,97137.7905499115,96725.4641782024,95311.7077593636,94310.2777122334,89067.5784085855,88655.252036877,88655.252036877,75695.433188467,75106.3295130451,111923.692188869,89656.6820840066,72455.5939790796,113160.671303995,113160.671303995,88655.2520368764,205841.80888742,76696.8632355972,77109.1896073057,73692.5730942064,95724.034131072,95724.034131072,94722.6040839418,93308.847665103,92719.7439896813,92307.4176179728,90893.6611991333,90481.3348274249,89067.5784085855,70629.5111885317,132423.391267466,72043.2676073712,24387.4137276893,4830.37293193872,167091.348912369,174336.908310277,88242.9256651679,70217.1848168232,59378.231602103,3825.43321151258,173692.542543868,48656.82191595,113749.774979417,42589.4698688845,34106.93135585,50777.6875496391,25330.0720105363,178990.503938504,178990.503938504,179991.933985634,179991.933985634,181405.690404473,177576.747519664,181336.389620301,23867.180165551,18295.4939675508,0,60291.4891459424,89479.904780294,61705.2455647809,61705.2455647809,72867.9203507888,57131.9104115019,162853.589329148,178990.503938504,180334.959573171,191998.565531309,176672.264972187,206430.912562841
"PC4C-B08-1",193824.648321856,187403.741667366,182396.591431716,179392.301290325,172323.519196129,168730.125379317,163483.916402373,161072.2396097,154253.045276685,146418.382203355,141012.94428918,123049.946889277,152662.511554133,159492.234907036,133947.671868281,165895.593195046,165479.757150041,140600.617917471,146418.382203355,124047.867263111,169319.229054738,133947.671868281,126878.889774085,99729.7543195931,99729.7543195931,100142.080691302,85120.6299843483,84531.5263089272,84119.1999372181,82705.4435183793,81704.0134712491,76461.3141676012,76048.9877958927,76048.9877958927,58141.2524869769,56727.4960681381,99317.4279478846,76225.7650996053,57375.3715078431,100554.407063011,100554.407063011,75224.3350524751,193235.544646435,59142.6825341071,58730.3561623986,56138.3923927163,83117.7698900878,83117.7698900878,82116.3398429575,80702.5834241187,80113.479748697,79701.1533769885,78287.3969581491,77875.0705864406,76461.3141676012,57198.5942041305,119817.127026482,57787.6978795516,44407.671971065,60623.9857135918,154485.084671385,161730.644069293,75636.6614241836,57610.920575839,48421.2728479541,64116.922357455,161086.278302884,31102.6412144599,101143.510738432,34428.8989036105,37921.4048765862,40167.2640563238,50644.7819752498,166384.239697519,166384.239697519,167385.669744649,167385.669744649,168799.426163488,164970.48327868,168730.125379317,36424.3089803914,41995.9951783919,60291.4891459424,0,74399.6823090575,1413.75641883876,1413.75641883876,56963.045136134,17730.9580052034,150247.325088164,166384.239697519,167728.695332186,179392.301290325,164066.000731203,193824.648321856
"ws-borssele",119424.966012799,113004.059358309,107996.909122658,104992.618981267,97923.8368870716,94330.443070259,89084.2340933152,86672.5573006421,79853.3629676271,72018.6998942978,66613.2619801224,48650.2645802196,78262.8292450758,85092.5525979785,59547.9895592231,91495.9108859887,91080.0748409837,66200.9356084132,72018.6998942978,49648.1849540533,94919.5467456807,59547.9895592231,52479.207465028,25330.0720105356,25330.0720105356,25742.3983822448,11892.1356795414,12474.2200083708,11476.2996345364,10062.5432156976,9646.70717069263,4989.60186917055,3991.68149533682,3991.68149533682,16258.4298220806,17672.1862409194,24917.7456388272,2411.67679267312,17024.3108012144,26154.7247539533,26154.7247539533,1995.84074766841,118835.862337378,15256.9997749504,15669.3261466589,18261.2899163412,11060.4635895314,11060.4635895314,10644.6275445264,9230.87112568784,9812.95545451687,8815.03508068313,7401.27866184367,6403.35828800993,4989.60186917055,18850.3935917624,45417.4447174246,17436.6371729229,65092.4910526047,86298.8373351905,80085.4023623272,87330.9617602355,2993.76112150215,19262.7199634708,30101.673178191,92719.7439896813,86686.5959938264,43297.0410945977,26743.828429375,46890.4349114096,55372.973424444,38702.2172306549,64149.8327697577,91984.5573884617,91984.5573884617,92985.9874355919,92985.9874355919,94399.7438544306,90570.8009696222,94330.443070259,73811.0406444973,75283.5688276199,89479.904780294,74399.6823090575,0,73810.5786336357,73810.5786336357,17436.6371729236,56668.7243038541,75847.6427791062,91984.5573884617,93329.0130231287,104992.618981267,89666.3184221452,119424.966012799
"PC4C-C05-2",193235.544646435,186814.637991944,181807.487756294,178803.197614903,171734.415520707,168141.021703895,162894.812726951,160483.135934278,153663.941601263,145829.278527933,140423.840613758,122460.843213855,152073.407878712,158903.131231614,133358.568192859,165306.489519624,164890.653474619,140011.514242049,145829.278527933,123458.763587689,168730.125379316,133358.568192859,126289.786098664,99140.6506441713,99140.6506441713,99552.9770158804,84531.5263089265,83942.4226335055,83530.0962617963,82116.3398429575,81114.9097958273,75872.2104921795,75459.8841204709,75459.8841204709,57552.1488115551,56138.3923927163,98728.3242724628,75636.6614241835,56786.2678324214,99965.3033875889,99965.3033875889,74635.2313770533,192646.440971013,58553.5788586853,58141.2524869768,55549.2887172946,82528.666214666,82528.666214666,81527.2361675358,80113.479748697,79524.3760732753,79112.0497015668,77698.2932827273,77285.9669110188,75872.2104921795,56609.4905287087,119228.02335106,57198.5942041298,44989.756299894,62037.7421324303,153895.980995963,161141.540393871,75047.5577487618,57021.8169004172,47832.1691725323,65530.6787762935,160497.174627462,31684.7255432886,100554.407063011,35010.9832324392,38503.4892054151,40749.3483851525,51226.8663040788,165795.136022097,165795.136022097,166796.566069228,166796.566069228,168210.322488066,164381.379603258,168141.021703895,37838.0653992299,43409.7515972304,61705.2455647809,1413.75641883876,73810.5786336357,0,0,56373.9414607122,17141.8543297816,149658.221412742,165795.136022097,167139.591656764,178803.197614903,163476.897055781,193235.544646435
"PC4C-C05-9",193235.544646435,186814.637991944,181807.487756294,178803.197614903,171734.415520707,168141.021703895,162894.812726951,160483.135934278,153663.941601263,145829.278527933,140423.840613758,122460.843213855,152073.407878712,158903.131231614,133358.568192859,165306.489519624,164890.653474619,140011.514242049,145829.278527933,123458.763587689,168730.125379316,133358.568192859,126289.786098664,99140.6506441713,99140.6506441713,99552.9770158804,84531.5263089265,83942.4226335055,83530.0962617963,82116.3398429575,81114.9097958273,75872.2104921795,75459.8841204709,75459.8841204709,57552.1488115551,56138.3923927163,98728.3242724628,75636.6614241835,56786.2678324214,99965.3033875889,99965.3033875889,74635.2313770533,192646.440971013,58553.5788586853,58141.2524869768,55549.2887172946,82528.666214666,82528.666214666,81527.2361675358,80113.479748697,79524.3760732753,79112.0497015668,77698.2932827273,77285.9669110188,75872.2104921795,56609.4905287087,119228.02335106,57198.5942041298,44989.756299894,62037.7421324303,153895.980995963,161141.540393871,75047.5577487618,57021.8169004172,47832.1691725323,65530.6787762935,160497.174627462,31684.7255432886,100554.407063011,35010.9832324392,38503.4892054151,40749.3483851525,51226.8663040788,165795.136022097,165795.136022097,166796.566069228,166796.566069228,168210.322488066,164381.379603258,168141.021703895,37838.0653992299,43409.7515972304,61705.2455647809,1413.75641883876,73810.5786336357,0,0,56373.9414607122,17141.8543297816,149658.221412742,165795.136022097,167139.591656764,178803.197614903,163476.897055781,193235.544646435
"ws-GVWSP",136861.603185722,130440.696531232,125433.546295582,122429.256154191,115360.474059995,111767.080243182,106520.871266239,104109.194473566,97290.0001405506,89455.3370672212,84049.8991530459,66086.9017531431,95699.4664179993,102529.189770902,76984.6267321466,108932.548058912,108516.712013907,83637.5727813367,89455.3370672212,67084.8221269768,112356.183918604,76984.6267321466,69915.8446379515,42766.7091834592,42766.7091834592,43179.0355551683,28157.5848482143,27568.4811727933,27156.1548010841,25742.3983822453,24740.9683351151,19498.2690314672,19085.9426597588,19085.9426597588,2827.51283767818,3409.59716650686,42354.3828117507,19262.7199634714,997.92037383467,43591.3619268768,43591.3619268768,18261.2899163412,136272.499510301,3828.9428848084,4241.2692565169,1995.84074766841,26154.7247539538,26154.7247539538,25153.2947068236,23739.5382879848,23150.4346125631,22738.1082408546,21324.3518220151,20912.0254503066,19498.2690314672,3409.59716650787,62854.0818903481,1995.84074766841,48480.5066230995,69686.8529056853,97522.0395352507,104767.598933159,18673.6162880496,4407.51754034161,13489.6887486858,76107.7595601761,104123.23316675,25860.4039216742,44180.4656022985,30278.4504819044,38760.9889949388,22090.2328011497,47537.8483402525,109421.194561385,109421.194561385,110422.624608515,110422.624608515,111836.381027354,108007.438142546,111767.080243182,57199.0562149921,58671.5843981147,72867.9203507888,56963.045136134,17436.6371729236,56373.9414607122,56373.9414607122,0,39232.0871309306,93284.2799520297,109421.194561385,110765.650196052,122429.256154191,107102.955595069,136861.603185722
"bpns-Cpowerreefballs-CPOD",176093.690316653,169672.783662163,164665.633426512,161661.343285121,154592.561190926,150999.167374113,145752.958397169,143341.281604496,136522.087271481,128687.424198152,123281.986283976,105318.988884074,134931.55354893,141761.276901833,116216.713863077,148164.635189843,147748.799144838,122869.659912267,128687.424198152,106316.909257907,151588.271049535,116216.713863077,109147.931768882,81998.7963143897,81998.7963143897,82411.1226860988,67389.6719791449,66800.5683037239,66388.2419320147,64974.4855131759,63973.0554660457,58730.3561623978,58318.0297906894,58318.0297906894,40410.2944817735,38996.5380629347,81586.4699426812,58494.8070944019,39644.4135026398,82823.4490578073,82823.4490578073,57493.3770472717,175504.586641232,41411.7245289037,40999.3981571952,38407.434387513,65386.8118848844,65386.8118848844,64385.3818377542,62971.6254189154,62382.5217434937,61970.1953717852,60556.4389529457,60144.1125812372,58730.3561623978,39467.6361989271,102086.169021279,40056.7398743483,36258.0606965662,57464.4069791499,136754.126666181,143999.68606409,57905.7034189802,39879.9625706356,30690.3148427507,60957.3436230145,143355.32029768,16299.6532198827,83412.5527332291,19625.9109090347,24781.7610620304,25364.2760617466,40000.1544307225,148653.281692316,148653.281692316,149654.711739446,149654.711739446,151068.468158285,147239.525273476,150999.167374113,33264.7302459517,38836.4164439511,57131.9104115019,17730.9580052034,56668.7243038541,17141.8543297816,17141.8543297816,39232.0871309306,0,132516.36708296,148653.281692316,149997.737326983,161661.343285121,146335.042725999,176093.690316653
"rel_schelde1",43577.3232336926,37156.4165792025,32149.2663435519,29144.9762021612,22076.1941079654,18482.8002911528,13236.5913142091,10824.914521536,4005.72018852097,3828.9428848084,9234.38079898374,27197.3781988866,2415.18646596967,9244.90981887235,16885.2472220082,15648.2681068826,15232.4320618776,10232.3011728184,3828.9428848084,26785.0518271781,19071.9039665746,16885.2472220082,23954.0293162034,51342.2235119875,51342.2235119875,51754.5498836967,68425.3060774858,69839.0624963252,69426.736124616,70015.8398000379,71017.2698471681,73786.0109205624,74198.3372922709,74198.3372922709,92106.0726011868,93519.8290200256,50929.897140279,74021.5599885583,92871.9535803206,52166.8762554052,52166.8762554052,75022.9900356885,42988.2195582715,91104.6425540565,91516.968925765,94108.9326954473,70428.1661717463,70428.1661717463,71429.5962188766,72018.6998942984,73432.4563131371,73020.1299414286,73609.2336168498,73196.9072451413,73786.0109205624,93048.7308840333,32186.9800680572,92459.6272086121,138466.175601459,159672.521884045,7657.88576961687,14903.4451675252,74610.66366398,92636.4045123248,103475.357727045,166093.428538535,10838.9532147202,119144.683873704,50753.1198365664,121088.772203681,128746.657973298,112075.901779509,137523.517318612,19557.0407957513,19557.0407957513,20558.4708428815,20558.4708428815,21972.2272617202,18143.2843769118,18482.8002911528,147184.725193351,148657.253376474,162853.589329148,150247.325088164,75847.6427791062,149658.221412742,149658.221412742,93284.2799520297,132516.36708296,0,19557.0407957513,17481.3702440225,29144.9762021612,13818.675643039,43577.3232336926
"rel_dijle",63134.3640294439,56713.4573749538,51706.3071393032,48702.0169979124,41633.2349037167,38039.8410869041,32793.6321099604,30381.9553172873,23562.7609842723,19965.8574941639,25371.2954083393,43334.2928082421,21972.227261721,28801.9506146237,33022.1618313638,35205.3089026339,34789.4728576289,26369.2157821739,19965.8574941639,42921.9664365336,38628.9447623259,33022.1618313638,40090.9439255589,67479.138121343,67479.138121343,67891.4644930522,84562.2206868413,85975.9771056807,85563.6507339715,86152.7544093934,87154.1844565236,89922.9255299179,90335.2519016264,90335.2519016264,108242.987210542,109656.743629381,67066.8117496345,90158.4745979138,109008.868189676,68303.7908647607,68303.7908647607,91159.904645044,62545.2603540228,107241.557163412,107653.883535121,110245.847304803,86565.0807811019,86565.0807811019,87566.5108282321,88155.6145036539,89569.3709224926,89157.0445507842,89746.1482262053,89333.8218544969,89922.9255299179,109185.645493389,48323.8946774128,108596.541817968,154603.090210814,175809.4364934,11899.1550261344,5239.18963035138,90747.5782733356,108773.31912168,119612.272336401,182230.343147891,30395.9940104715,135281.598483059,66890.034445922,137225.686813036,144883.572582654,128212.816388864,153660.431927967,0,0,1001.43004713021,1001.43004713021,2415.18646596893,1413.75641883946,38039.8410869041,163321.639802707,164794.167985829,178990.503938504,166384.239697519,91984.5573884617,165795.136022097,165795.136022097,109421.194561385,148653.281692316,19557.0407957513,0,37038.4110397738,48702.0169979125,33375.7164387903,63134.3640294439
"rel_schelde2",26920.6057330871,20499.699078597,15492.5488429463,12488.2587015556,5419.47660735989,1001.43004713033,6833.23302619915,6656.45572248658,13475.6500555016,21310.3131288309,26715.7510430063,44678.7484429091,15066.1837780529,9068.13251515978,34366.6174660308,3828.94288480774,4830.37293193795,27713.671416841,21310.3131288309,44266.4220712006,2415.18646596902,34366.6174660308,41435.3995602259,68823.59375601,68823.59375601,69235.9201277192,85906.6763215083,87320.4327403477,86908.1063686386,87497.2100440604,88498.6400911906,91267.381164585,91679.7075362934,91679.7075362934,109587.442845209,111001.199264048,68411.2673843015,91502.9302325808,110353.323824343,69648.2464994277,69648.2464994277,92504.3602797111,26331.5020576659,108586.012798079,108998.339169788,111590.30293947,87909.5364157689,87909.5364157689,88910.9664628991,89500.070138321,90913.8265571596,90501.5001854512,91090.6038608724,90678.2774891639,91267.381164585,110530.101128056,49668.3503120798,109940.997452635,155947.545845481,177153.892128067,25139.2560136394,32384.8154115477,92092.0339080026,110117.774756347,120956.727971068,183574.798782558,12897.0753999682,136626.054117726,68234.490080589,138570.142447703,146228.028217321,129557.272023531,155004.887562634,37038.4110397738,37038.4110397738,38039.8410869041,38039.8410869041,39453.5975057428,35624.6546209344,1001.43004713033,164666.095437374,166138.623620496,180334.959573171,167728.695332186,93329.0130231287,167139.591656764,167139.591656764,110765.650196052,149997.737326983,17481.3702440225,37038.4110397738,0,12488.2587015556,5419.4766073598,26920.6057330871
"rel_schelde3",15256.9997749498,8836.09312045966,3004.29014139075,0,7654.37609632097,11486.8286544253,18496.8389843378,18320.0616806252,25139.2560136402,32973.9190869696,38379.3570011449,56342.3544010477,26729.7897361915,20731.7384732984,46030.2234241694,15492.5488429463,16493.9788900766,39377.2773749796,32973.9190869696,55930.0280293392,10073.0722355866,46030.2234241694,53099.0055183646,80487.1997141486,80487.1997141486,80899.5260858578,97570.282279647,98984.0386984863,98571.7123267772,99160.816002199,100162.246049329,102930.987122724,103343.313494432,103343.313494432,121251.048803348,122664.805222187,80074.8733424401,103166.536190719,122016.929782482,81311.8524575663,81311.8524575663,104167.96623785,14667.8960995286,120249.618756218,120661.945127926,123253.908897608,99573.1423739075,99573.1423739075,100574.572421038,101163.67609646,102577.432515298,102165.10614359,102754.209819011,102341.883447303,102930.987122724,122193.707086194,61331.9562702184,121604.603410773,167611.15180362,188817.498086206,36802.861971778,44048.4213696863,103755.639866141,121781.380714486,132620.333929206,195238.404740697,24560.6813581068,148289.660075865,79898.0960387276,150233.748405842,157891.634175459,141220.87798167,166668.493520773,48702.0169979125,48702.0169979125,49703.4470450427,49703.4470450427,51117.2034638814,47288.260579073,11486.8286544253,176329.701395512,177802.229578635,191998.565531309,179392.301290325,104992.618981267,178803.197614903,178803.197614903,122429.256154191,161661.343285121,29144.9762021612,48702.0169979125,12488.2587015556,0,17083.0825654984,15256.9997749498
"rel_schelde4",31515.4295970299,25094.5229425398,20087.3727068892,17083.0825654984,10014.3004713027,6420.9066544901,1413.75641883938,2993.76112150308,9812.95545451808,17647.6185278474,23053.0564420228,41016.0538419256,11403.4891770694,5405.43791417628,30703.9228650473,2415.18646596902,1413.7564188388,24050.9768158575,17647.6185278474,40603.7274702171,7010.01032991183,30703.9228650473,37772.7049592424,65160.8991550265,65160.8991550265,65573.2255267357,82243.9817205249,83657.7381393642,83245.4117676551,83834.5154430769,84835.9454902071,87604.6865636015,88017.0129353099,88017.0129353099,105924.748244226,107338.504663065,64748.572783318,87840.2356315973,106690.62922336,65985.5518984442,65985.5518984442,88841.6656787276,30926.3259216087,104923.318197096,105335.644568804,107927.608338486,84246.8418147854,84246.8418147854,85248.2718619156,85837.3755373375,87251.1319561761,86838.8055844677,87427.9092598889,87015.5828881804,87604.6865636015,106867.406527072,46005.6557110963,106278.302851651,152284.851244498,173491.197527084,21476.5614126559,28722.1208105642,88429.3393070191,106455.080155364,117294.033370084,179912.104181574,9234.38079898471,132963.359516743,64571.7954796055,134907.44784672,142565.333616337,125894.577422548,151342.192961651,33375.7164387903,33375.7164387903,34377.1464859206,34377.1464859206,35790.9029047593,31961.9600199509,6420.9066544901,161003.40083639,162475.929019513,176672.264972187,164066.000731203,89666.3184221452,163476.897055781,163476.897055781,107102.955595069,146335.042725999,13818.675643039,33375.7164387903,5419.4766073598,17083.0825654984,0,31515.4295970299
"rel_schelde5",0,6420.9066544901,12252.709633559,15256.9997749498,22086.7231278525,25919.1756859568,32929.1860158692,32752.4087121567,39571.6030451717,47406.266118501,52811.7040326764,70774.7014325792,41162.136767723,35164.0855048299,60462.5704557009,29924.8958744778,30926.325921608,53809.6244065111,47406.266118501,70362.3750608707,24505.4192671181,60462.5704557009,67531.3525498961,94919.5467456801,94919.5467456801,95331.8731173893,112002.629311178,113416.385730018,113004.059358309,113593.16303373,114594.593080861,117363.334154255,117775.660525964,117775.660525964,135683.395834879,137097.152253718,94507.2203739716,117598.883222251,136449.276814013,95744.1994890978,95744.1994890978,118600.313269381,1413.75641883946,134681.965787749,135094.292159458,137686.25592914,114005.489405439,114005.489405439,115006.919452569,115596.023127991,117009.77954683,116597.453175121,117186.556850542,116774.230478834,117363.334154255,136626.054117726,75764.3033017499,136036.950442305,182043.498835151,203249.845117737,51235.2090033095,58480.7684012178,118187.986897673,136213.727746017,147052.680960738,209670.751772228,38993.0283896383,162722.007107396,94330.4430702591,164666.095437373,172323.981206991,155653.225013202,181100.840552304,63134.3640294439,63134.3640294439,64135.7940765742,64135.7940765742,65549.5504954129,61720.6076106045,25919.1756859568,190762.048427044,192234.576610167,206430.912562841,193824.648321856,119424.966012799,193235.544646435,193235.544646435,136861.603185722,176093.690316653,43577.3232336926,63134.3640294439,26920.6057330871,15256.9997749498,31515.4295970299,0
