"","ak-41","ak-42","ak-44","ak-45","ak-47","ak-x","bh-37","bpns-A1BIS","bpns-G-88","bpns-Nautica Ena","bpns-nieuwpoortbank","bpns-NIEUWPOORTKUST8","bpns-O6","bpns-Trapegeer","bpns-W1","bpns-WENDUINEBANKW","bpns-Whitley","bpns-WK14","bpns-WZ","bpns-zbe1","bpns-zbe2","bpns-zbe3","bpns-zbw1","bpns-zbw2","bpns-zbw3","bpns-ZW1","M-6","me-7-2","me-7-2b","Rt1","Rt2","Rt3","Rt4","Rt5","Rt6","Rt7","Rt8","s-10a","s-11","s-12","s-3","s-4","s-4a","s-4b","s-4c","s-5","s-6","s-6","s-7","s-8","s-8a","s-9","s-9a","s-Dendermonde","s-Dendermonde","s-Vlassenbroek","ws-11","ws-12A","ws-13","ws-14","ws-15","ws-15A","ws-16","ws-18","ws-23","ws-25","ws-25A","ws-25B","ws-2C","ws-4","ws-42A","ws-53","ws-53A","ws-55","ws-6","ws-A1","ws-A3","ws-A5","ws-borssele","ws-DL12","ws-DL7","ws-DL9","ws-F42","ws-F42","ws-GVWSP","ws-HW6","ws-OG10","ws-OGDL","ws-PPB","ws-PPC","ws-PPC","ws-PVTSS","ws-SP3","ws-STD3","ws-STEEN","ws-TRAWL","ws-W6","ws-W7","ws-WN2"
"ws-15A",58734.9419915994,58311.3774545941,51566.2676236379,50911.8462222959,43072.5031947916,114715.89641688,6070.11425063408,55655.5303702728,48437.824459058,65228.0889065967,84049.3348730416,84049.3348730416,64343.0610608147,93243.6539825083,30826.6468534615,65116.9683132715,86669.8173062001,34770.5104228365,40211.117844054,39243.4414262673,38509.2415876833,37871.0539723757,40436.9763149073,41114.6795741165,41767.9116361493,41258.2677395105,88719.5765104023,81548.8524640921,78186.6799306491,112898.838118367,112838.596408141,112693.641790514,112583.774459821,112499.06155242,112414.34864502,112304.481314326,111880.916777321,59106.8312297889,47715.7220708184,46966.6162006871,108575.985069056,104592.035819263,94304.9883806604,91247.5402463596,88829.2919537513,86282.0325270278,81454.5474467292,81394.3057365035,79583.3092988801,71792.8582145681,71937.1296060787,66677.5224271361,66290.9177424899,102216.619583706,102941.39267184,95742.5520149371,3756.24515784923,4058.72929355151,3254.62286168108,5303.07914196737,931.841981412216,0,6571.90018755831,8251.11388885453,4198.00229157879,5248.45512801734,5730.38880982321,7360.66011676861,4075.13134273854,1896.62185397764,23959.0918877264,23268.2167472173,23204.2299061416,23191.0580248408,1216.32410548214,1069.45822468261,2170.72602089721,3271.99381711107,6094.93082388488,18866.6349999153,21039.0816988931,19806.0311663521,24143.5621492538,24324.287279931,20239.0863771307,24100.2374511785,18821.2606234917,18045.8496885055,3581.63036447053,4009.25556042941,3581.63036447053,2633.88359729478,20656.9692945369,43400.8906219827,18974.1383090374,19798.6048279746,20037.7630267766,19610.4533589213,19900.2986708503
"ws-16",54463.3343385224,54039.7698015171,47294.6599705609,46640.2385692188,38800.8955417145,110444.288763803,3198.11281013915,62227.4305578308,55009.724646616,71799.9890941547,90621.2350605996,90621.2350605996,70914.9612483727,99815.5541700663,37398.5470410195,71688.8685008295,93241.7174937581,41342.4106103945,46783.0180316121,45815.3416138253,45081.1417752413,44442.9541599338,47008.8765024653,47686.5797616745,48339.8118237073,47830.1679270685,84447.9688573252,77277.244811015,73915.072277572,108627.23046529,108566.988755064,108422.034137437,108312.166806744,108227.453899343,108142.740991942,108032.873661249,107609.309124244,54835.2235767118,43444.1144177413,42695.00854761,104304.377415979,100320.428166186,90033.3807275833,86975.9325932825,84557.6843006742,82010.4248739507,77182.9397936521,77122.6980834264,75311.701645803,67521.250561491,67665.5219530016,62405.914774059,62019.3100894129,97945.0119306291,98669.7850187632,91470.94436186,8819.39200724031,2513.17089400681,8458.11885880914,1268.82104559094,7503.74216897053,6571.90018755831,0,1679.21370129622,2373.89789598007,1568.15703129456,1086.2233494886,1069.45822468261,9087.96934554197,7450.9907204458,19687.4842346494,18996.6090941402,18932.6222530645,18919.4503717637,7121.56584129151,5783.14025834815,4681.87246213378,3580.60466592019,11158.0776732724,25438.5351874737,27610.9818864514,26377.9313539104,19871.9544961771,20052.6796268543,26810.986564689,19828.6297981019,25393.16081105,24617.7498760639,4049.3664664254,3025.25739258765,4049.3664664254,8153.16517683001,27228.8694820952,39129.2829689055,25546.0384965955,26370.5050155327,26609.6632143347,26182.3535464794,26472.1988584084
"ws-18",53371.4293694346,52947.8648324293,46202.7550014731,45548.3336001311,37708.9905726268,109352.383794715,4436.84496227922,63906.6442591269,56688.9383479121,73479.2027954509,92300.4487618957,92300.4487618957,72594.1749496689,101494.767871362,39077.7607423157,73368.0822021256,94920.9311950542,43021.6243116906,48462.2317329082,47494.5553151214,46760.3554765375,46122.1678612299,48688.0902037615,49365.7934629706,50019.0255250034,49509.3816283646,83356.0638882375,76185.3398419272,72823.1673084842,107535.325496202,107475.083785976,107330.129168349,107220.261837656,107135.548930256,107050.836022855,106940.968692162,106517.404155156,53743.3186076241,42352.2094486536,41603.1035785223,103212.472446892,99228.5231970983,88941.4757584956,85884.0276241947,83465.7793315865,80918.519904863,76091.0348245644,76030.7931143387,74219.7966767153,66429.3455924032,66573.6169839139,61314.0098049712,60927.4051203251,96853.1069615413,97577.8800496754,90379.0393927723,10393.3438477344,4192.38459530303,10137.3325601054,2948.03474688716,9182.95587026675,8251.11388885453,1679.21370129622,0,4053.11159727622,3002.65876083763,2520.72507903166,1037.28095513785,10381.2228905638,9130.20442174202,18595.5792655616,17904.7041250525,17840.7172839767,17827.545402676,8800.77954258773,7462.3539596443,6361.08616342993,5259.81836721634,12451.3312182942,27117.7488887699,29290.1955877476,28057.1450552066,18780.0495270893,18960.7746577665,28490.2002659853,18736.7248290142,27072.3745123462,26296.9635773601,5581.75298466996,4557.64391083221,5581.75298466996,9832.37887812624,28908.0831833914,38037.3779998178,27225.2521978916,28049.7187168288,28288.8769156309,27861.5672477755,28151.4125597045
"ws-23",56788.2898401507,56364.7253031454,49619.6154721892,48965.1940708471,41125.8510433429,112769.244265431,2047.54839372715,59853.5326618508,52635.826750636,69426.0911981747,88247.3371646196,88247.3371646196,68541.0633523927,97441.6562740863,35024.6491450395,69314.9706048495,90867.8195977781,38968.5127144145,44409.120135632,43441.4437178453,42707.2438792613,42069.0562639537,44634.9786064853,45312.6818656945,45965.9139277273,45456.2700310885,86772.9243589536,79602.2003126433,76240.0277792003,110952.185966918,110891.944256692,110746.989639066,110637.122308372,110552.409400972,110467.696493571,110357.829162878,109934.264625872,57160.1790783401,45769.0699193696,45019.9640492383,106629.332917608,102645.383667814,92358.3362292117,89300.8880949108,86882.6398023025,84335.380375579,79507.8952952804,79447.6535850547,77636.6571474314,69846.2060631193,69990.4774546299,64730.8702756873,64344.2655910412,100269.967432257,100994.740520391,93795.8998634884,7778.81101475422,1197.82483042784,7277.1887185869,1545.558399544,5129.844272991,4198.00229157879,2373.89789598007,4053.11159727622,0,1050.4528364386,1532.38651824456,3162.65782518997,8047.3883530559,5919.18771088319,22012.4397362776,21321.5645957686,21257.5777546928,21244.4058733921,5238.88996238852,3409.24236236848,2307.97456615388,1206.70676994012,10117.4966807863,23064.6372914941,25237.0839904719,24004.0334579309,22196.9099978052,22377.6351284824,24437.0886687095,22153.58529973,23019.2629150705,22243.8519800843,1724.41096479674,700.301890958986,1724.41096479674,6656.44945420144,24854.9715861157,41454.2384705339,23172.1406006154,23996.6071195528,24235.7653183546,23808.4556504993,24098.3009624283
"ws-25",56031.4913698167,55607.9268328114,48862.8170018552,48208.3956005132,40369.0525730089,112012.445795097,1665.04306577872,60903.9854982894,53686.2795870745,70476.5440346133,89297.7900010582,89297.7900010582,69591.5161888313,98492.1091105249,36075.1019814781,70365.4234412881,91918.2724342167,40018.965550853,45459.5729720706,44491.8965542839,43757.6967156999,43119.5091003923,45685.4314429239,46363.1347021331,47016.3667641659,46506.722867527,86016.1258886196,78845.4018423093,75483.2293088664,110195.387496584,110135.145786358,109990.191168732,109880.323838038,109795.610930638,109710.898023237,109601.030692544,109177.466155538,56403.3806080062,45012.2714490357,44263.1655789044,105872.534447274,101888.58519748,91601.5377588777,88544.0896245768,86125.8413319686,83578.5819052451,78751.0968249465,78690.8551147208,76879.8586770974,69089.4075927853,69233.678984296,63974.0718053533,63587.4671207072,99513.1689619234,100237.942050058,93039.1013931544,8513.47826878644,1680.94785154237,8011.85597261912,1069.45822468261,6180.29710942956,5248.45512801734,1568.15703129456,3002.65876083763,1050.4528364386,0,481.933681805967,2112.20498875137,8782.05560708811,6653.85496491541,21255.6412659438,20564.7661254346,20500.7792843589,20487.6074030581,5973.55721642074,4459.69519880704,3358.42740259244,2257.15960637871,10852.1639348185,24115.0901279327,26287.5368269104,25054.4862943694,21440.1115274715,21620.8366581487,25487.541505148,21396.7868293963,24069.715751509,23294.3048165229,2579.09422383234,1554.98514999459,2579.09422383234,7391.11670823365,25905.4244225542,40697.4400001999,24222.593437054,25047.0599559914,25286.2181547932,24858.9084869379,25148.7537988669
"ws-25A",55549.5576880109,55125.9931510056,48380.8833200494,47726.4619187073,39887.118891203,111530.512113291,2111.88946065055,61385.9191800953,54168.2132688805,70958.4777164192,89779.7236828641,89779.7236828641,70073.4498706373,98974.0427923308,36557.035663284,70847.357123094,92400.2061160226,40500.899232659,45941.5066538766,44973.8302360898,44239.6303975059,43601.4427821983,46167.3651247299,46845.068383939,47498.3004459718,46988.656549333,85534.1922068137,78363.4681605035,75001.2956270605,109713.453814778,109653.212104552,109508.257486926,109398.390156233,109313.677248832,109228.964341431,109119.097010738,108695.532473732,55921.4469262003,44530.3377672298,43781.2318970985,105390.600765468,101406.651515675,91119.6040770718,88062.155942771,85643.9076501627,83096.6482234392,78269.1631431406,78208.9214329149,76397.9249952915,68607.4739109795,68751.7453024901,63492.1381235475,63105.5334389014,99031.2352801176,99756.0083682517,92557.1677113485,8714.71365512,1882.18323787593,8213.09135895268,918.531684933754,6662.23079123542,5730.38880982321,1086.2233494886,2520.72507903166,1532.38651824456,481.933681805967,0,1630.2713069454,8983.29099342167,6855.09035124897,20773.7075841379,20082.8324436287,20018.845602553,20005.6737212522,6280.05446355641,4941.62888061291,3840.36108439831,2739.09328818468,11053.3993211521,24597.0238097386,26769.4705087163,25536.4199761753,20958.1778456656,21138.9029763428,25969.4751869539,20914.8531475905,24551.6494333149,23776.2384983288,3061.02790563831,2036.91883180055,3061.02790563831,7592.35209456722,26387.3581043601,40215.5063183941,24704.52711886,25528.9936377972,25768.1518365992,25340.8421687439,25630.6874806729
"ws-25B",54408.7103245723,53985.145787567,47240.0359566108,46585.6145552688,38746.2715277645,110389.664749853,3546.39119019296,63016.1904870407,55798.4845758259,72588.7490233646,91409.9949898095,91409.9949898095,71703.7211775826,100604.314099276,38187.3069702294,72477.6284300394,94030.477422968,42131.1705396044,47571.777960822,46604.1015430352,45869.9017044512,45231.7140891436,47797.6364316752,48475.3396908844,49128.5717529172,48618.9278562784,84393.3448433752,77222.6207970649,73860.448263622,108572.60645134,108512.364741114,108367.410123487,108257.542792794,108172.829885393,108088.116977992,107978.249647299,107554.685110294,54780.5995627618,43389.4904037913,42640.38453366,104249.753402029,100265.804152236,89978.7567136333,86921.3085793324,84503.0602867242,81955.8008600007,77128.3157797021,77068.0740694764,75257.077631853,67466.6265475409,67610.8979390516,62351.290760109,61964.6860754628,97890.387916679,98615.1610048131,91416.32034791,9888.85023192291,3301.93082321711,9387.2279357556,2092.66826173528,8292.50209818082,7360.66011676861,1069.45822468261,1037.28095513785,3162.65782518997,2112.20498875137,1630.2713069454,0,10157.4275702246,8239.7506496561,19632.8602206993,18941.9850801902,18877.9982391144,18864.8263578137,7910.32577050181,6571.90018755831,5470.63239134371,4369.36459513008,12227.535897955,26227.295116684,28399.7418156617,27166.6912831207,19817.3304822271,19998.0556129042,27599.7464938993,19774.0057841519,26181.9207402603,25406.5098052742,4691.29921258371,3667.19013874596,4691.29921258371,8941.92510604031,28017.6294113055,39074.6589549555,26334.7984258054,27159.2649447426,27398.4231435446,26971.1134756893,27260.9587876183
"ws-2C",59800.3753514385,59376.8108144332,52631.700983477,51977.2795821349,44137.9365546306,115781.329776719,10094.9367467825,54932.6937708886,46834.0247613616,64505.2523072125,83326.4982736574,83326.4982736574,63620.2244614305,92520.8173831241,30103.8102540773,64394.1317138873,85946.9807068159,34047.6738234523,39488.2812446699,38520.6048268831,37786.4049882991,37148.2173729915,39714.1397155231,40391.8429747323,41045.0750367651,40535.4311401263,89785.0098702414,82614.2858239311,79252.1132904882,113964.271478206,113904.02976798,113759.075150353,113649.20781966,113564.494912259,113479.782004859,113369.914674165,112946.35013716,60172.2645896279,48781.1554306574,48032.0495605261,109641.418428895,105657.469179102,95370.4217404995,92312.9736061986,89894.7253135904,87347.4658868669,82519.9808065683,82459.7390963426,80648.7426587192,72858.2915744072,73002.5629659178,67742.9557869752,67356.351102329,103282.052943545,104006.826031679,96807.9853747762,1027.85420468805,7101.10775554575,1373.90579346976,8064.7593084893,3696.68667373918,4075.13134273854,9087.96934554197,10381.2228905638,8047.3883530559,8782.05560708811,8983.29099342167,10157.4275702246,0,2279.12718192662,25024.5252475655,24333.6501070564,24269.6632659807,24256.4913846799,2909.11608383918,5094.28072083793,6195.54851705059,7296.81631326224,2070.10832773039,17262.8353022177,19435.2820011954,18202.2314686545,25208.9955090929,25389.7206397701,18635.2866794343,25165.6708110176,17217.4609257941,16442.0499908079,7606.4528606253,8034.07805657947,7606.4528606253,1944.33621127217,19053.1695968397,44466.3239818217,18251.3017096532,18194.8051302782,18433.9633290803,18740.7895764842,18296.4989731539
"ws-4",59075.6661866283,58652.101649623,51906.9918186668,51252.5704173248,43413.2273898205,115056.620611909,7966.73610460868,54776.4398373863,47558.7339261715,64348.9983737102,83170.2443401551,83170.2443401551,63463.9705279282,92364.5634496218,29947.556320575,64237.877780385,85790.7267733136,33891.41988995,39332.0273111676,38364.3508933808,37630.1510547968,36991.9634394892,39557.8857820208,40235.58904123,40888.8211032628,40379.177206624,89060.3007054312,81889.576659121,78527.404125678,113239.562313396,113179.32060317,113034.365985543,112924.49865485,112839.785747449,112755.072840048,112645.205509355,112221.64097235,59447.5554248178,48056.4462658473,47307.340395716,108916.709264085,104932.760014292,94645.7125756893,91588.2644413885,89170.0161487802,86622.7567220567,81795.2716417581,81735.0299315324,79924.0334939091,72133.582409597,72277.8538011076,67018.246622165,66631.6419375189,102557.343778735,103282.116866869,96083.2762099661,1859.62330387159,4972.90711337305,1358.00100770372,6182.16967485486,1417.55949181284,1896.62185397764,7450.9907204458,9130.20442174202,5919.18771088319,6653.85496491541,6855.09035124897,8239.7506496561,2279.12718192662,0,24299.8160827553,23608.9409422462,23544.9541011705,23531.7822198697,680.2977484955,2966.08007865997,4067.34787487264,5168.61567108567,4198.30896990724,17987.5444670279,20159.9911660056,18926.9406334646,24484.2863442827,24665.0114749599,19359.9958442442,24440.9616462074,17942.1700906042,17166.759155618,5478.25221844734,5905.877414404,5478.25221844734,737.261743318249,19777.8787616496,43741.6148170116,18095.0477761509,18919.5142950881,19158.6724938901,18731.3628260348,19021.2081379638
"ws-42A",36293.0643287447,35869.4997917394,29124.3899607832,28469.9685594411,20630.6255319367,92274.0187540245,22885.5970447885,79076.2559201413,71858.5500089264,88648.8144564652,107470.06042291,107470.06042291,87763.7866106832,116664.379532377,54247.3724033301,88537.69386314,110090.542856069,58191.2359727049,63631.8433939226,62664.1669761358,61929.9671375518,61291.7795222442,63857.7018647758,64535.405123985,65188.6371860177,64678.9932893789,66277.6988475471,59106.9748012371,55744.8022677942,90456.9604555115,90396.7187452857,90251.7641276591,90141.8967969659,90057.1838895651,89972.4709821644,89862.6036514712,89439.0391144658,36664.9535669342,25273.8444079635,24524.7385378323,86134.1074062012,82150.1581564079,71863.1107178052,68805.6625835043,66387.4142908961,63840.1548641726,59012.6697838741,58952.4280736484,57141.4316360251,49350.9805517133,49495.2519432239,44235.6447642813,43849.0400796352,79774.741920851,80499.515008985,73300.6743520819,25562.9555087469,21270.7496359933,25306.9442211181,20466.8813367336,24352.5675312808,23959.0918877264,19687.4842346494,18595.5792655616,22012.4397362776,21255.6412659438,20773.7075841379,19632.8602206993,25024.5252475655,24299.8160827553,0,831.224288245476,1351.34585946551,2338.68566603658,23970.3912036014,23904.4678737758,23439.4512041205,22974.4345344647,26849.0225667576,42287.3605497828,44459.8072487604,43226.7567162195,620.739264386299,645.893687677769,43659.8119269993,1545.92609755807,42241.9861733591,41466.5752383729,23736.8507010744,22712.7416272366,23736.8507010744,25001.9905391393,44077.6948444047,20959.0129591278,42394.863858906,43219.3303778432,43458.4885766452,43031.1789087899,43321.0242207189
"ws-53",36445.5731313961,36022.0085943908,29276.8987634345,28622.4773620925,20783.1343345881,92426.5275566759,22194.7219042793,78385.3807796322,71167.6748684174,87957.9393159561,106779.185282401,106779.185282401,87072.9114701741,115973.504391868,53556.4972628211,87846.8187226309,109399.667715559,57500.3608321959,62940.9682534135,61973.2918356267,61239.0919970427,60600.9043817351,63166.8267242667,63844.5299834759,64497.7620455087,63988.1181488699,66430.2076501985,59259.4836038884,55897.3110704456,90609.4692581628,90549.2275479371,90404.2729303105,90294.4055996173,90209.6926922165,90124.9797848157,90015.1124541225,89591.5479171171,36817.4623695856,25426.3532106149,24677.2473404836,86286.6162088525,82302.6669590593,72015.6195204566,68958.1713861557,66539.9230935474,63992.663666824,59165.1785865255,59104.9368762998,57293.9404386765,49503.4893543647,49647.7607458753,44388.1535669327,44001.5488822866,79927.2507235023,80652.0238116364,73453.1831547333,24872.0803682379,20579.8744954843,24616.069080609,19776.0061962246,23661.6923907717,23268.2167472173,18996.6090941402,17904.7041250525,21321.5645957686,20564.7661254346,20082.8324436287,18941.9850801902,24333.6501070564,23608.9409422462,831.224288245476,0,671.04811096924,1708.69676412309,23279.5160630923,23213.5927332667,22748.5760636114,22283.5593939556,26158.1474262486,41596.4854092737,43768.9321082514,42535.8815757104,1401.65470604845,1477.11797592269,42968.9367864902,2024.98845972307,41551.1110328501,40775.7000978639,23045.9755605653,22021.8664867276,23045.9755605653,24311.1153986303,43386.8197038957,21111.5217617791,41703.988718397,42528.4552373342,42767.6134361362,42340.3037682809,42630.1490802098
"ws-53A",36020.1360289657,35596.5714919604,28851.4616610041,28197.0402596621,20357.6972321577,92001.0904542454,22130.7350632035,78321.3939385565,71103.6880273416,87893.9524748804,106715.198441325,106715.198441325,87008.9246290984,115909.517550792,53492.5104217453,87782.8318815552,109335.680874484,57436.3739911201,62876.9814123378,61909.304994551,61175.105155967,60536.9175406594,63102.839883191,63780.5431424002,64433.775204433,63924.1313077941,66004.770547768,58834.046501458,55471.8739680152,90184.0321557324,90123.7904455066,89978.8358278801,89868.9684971869,89784.2555897861,89699.5426823853,89589.6753516921,89166.1108146867,36392.0252671551,25000.9161081845,24251.8102380532,85861.1791064221,81877.2298566288,71590.1824180261,68532.7342837253,66114.485991117,63567.2265643936,58739.7414840951,58679.4997738694,56868.5033362461,49078.0522519343,49222.3236434449,43962.7164645023,43576.1117798562,79501.8136210719,80226.586709206,73027.7460523029,24808.0935271621,20515.8876544085,24552.0822395333,19712.0193551488,23597.705549696,23204.2299061416,18932.6222530645,17840.7172839767,21257.5777546928,20500.7792843589,20018.845602553,18877.9982391144,24269.6632659807,23544.9541011705,1351.34585946551,671.04811096924,0,1037.64865315385,23215.5292220165,23149.605892191,22684.5892225357,22219.5725528798,26094.1605851728,41532.498568198,43704.9452671757,42471.8947346347,1921.77627726903,1997.23954714328,42904.9499454145,2696.03657069231,41487.1241917743,40711.7132567882,22981.9887194896,21957.8796456518,22981.9887194896,24247.1285575545,43322.8328628199,20686.0846593487,41640.0018773213,42464.4683962584,42703.6265950605,42276.3169272052,42566.1622391341
"ws-55",35543.8839667589,35120.3194297536,28375.2095987973,27720.7881974553,19881.4451699509,91524.8383920387,22117.5631819028,78308.2220572557,71090.5161460409,87880.7805935796,106702.026560025,106702.026560025,86995.7527477976,115896.345669491,53479.3385404446,87769.6600002544,109322.508993183,57423.2021098194,62863.809531037,61896.1331132502,61161.9332746662,60523.7456593586,63089.6680018902,63767.3712610994,64420.6033231322,63910.9594264934,65528.5184855613,58357.7944392512,54995.6219058084,89707.7800935257,89647.5383832999,89502.5837656733,89392.7164349801,89308.0035275793,89223.2906201786,89113.4232894854,88689.85875248,35915.7732049484,24524.6640459777,23775.5581758464,85384.9270442154,81400.9777944221,71113.9303558194,68056.4822215185,65638.2339289103,63090.9745021868,58263.4894218883,58203.2477116626,56392.2512740393,48601.8001897275,48746.0715812381,43486.4644022955,43099.8597176494,79025.5615588651,79750.3346469992,72551.4939900961,24794.9216458614,20502.7157731078,24538.9103582326,19698.8474738481,23584.5336683952,23191.0580248408,18919.4503717637,17827.545402676,21244.4058733921,20487.6074030581,20005.6737212522,18864.8263578137,24256.4913846799,23531.7822198697,2338.68566603658,1708.69676412309,1037.64865315385,0,23202.3573407158,23136.4340108902,22671.4173412349,22206.4006715791,26080.988703872,41519.3266868973,43691.7733858749,42458.722853334,2909.11608384011,2984.57935371435,42891.7780641138,3733.68522384616,41473.9523104736,40698.5413754875,22968.8168381888,21944.7077643511,22968.8168381888,24233.9566762538,43309.6609815192,20209.8325971419,41626.8299960205,42451.2965149577,42690.4547137597,42263.1450459044,42552.9903578334
"ws-6",58746.2413074744,58322.6767704691,51577.5669395128,50923.1455381708,43083.8025106665,114727.195732755,7286.438356114,55105.8647165402,47888.1588053254,64678.4232528642,83499.669219309,83499.669219309,63793.3954070822,92693.9883287757,30276.981199729,64567.3026595389,86120.1516524675,34220.8447691039,39661.4521903215,38693.7757725347,37959.5759339508,37321.3883186432,39887.3106611748,40565.0139203839,41218.2459824167,40708.6020857779,88730.8758262773,81560.151779967,78197.979246524,112910.137434242,112849.895724016,112704.941106389,112595.073775696,112510.360868295,112425.647960895,112315.780630201,111892.216093196,59118.1305456638,47727.0213866933,46977.915516562,108587.284384931,104603.335135138,94316.2876965354,91258.8395622345,88840.5912696262,86293.3318429028,81465.8467626041,81405.6050523784,79594.6086147551,71804.157530443,71948.4289219536,66688.821743011,66302.2170583649,102227.918899581,102952.691987715,95753.8513308121,2539.92105236709,4608.39494728472,2038.29875619894,5852.74479570058,822.657876835698,1216.32410548214,7121.56584129151,8800.77954258773,5238.88996238852,5973.55721642074,6280.05446355641,7910.32577050181,2909.11608383918,680.2977484955,23970.3912036014,23279.5160630923,23215.5292220165,23202.3573407158,0,2285.78233016447,3387.05012637714,4488.317922591,4878.60671840274,18316.9693461821,20489.4160451599,19256.3655126189,24154.8614651287,24335.586595806,19689.4207233981,24111.5367670535,18271.5949697585,17496.1840347723,4797.95446995184,5225.57966590933,4797.95446995184,1417.55949181292,20107.3036408037,43412.1899378577,18424.4726553049,19248.939174242,19488.0973730441,19060.7877051888,19350.6330171177
"ws-A1",58680.3179776488,58256.7534406435,51511.6436096873,50857.2222083452,43017.8791808409,114661.272402929,5000.65602595148,56444.2902994827,49226.5843882679,66016.8488358066,84838.0948022515,84838.0948022515,65131.8209900246,94032.4139117182,31615.4067826714,65905.7282424814,87458.57723541,35559.2703520464,40999.877773264,40032.2013554772,39298.0015168932,38659.8139015856,41225.7362441172,41903.4395033264,42556.6715653592,42047.0276687204,88664.9524964517,81494.2284501414,78132.0559166984,112844.214104416,112783.97239419,112639.017776564,112529.150445871,112444.43753847,112359.724631069,112249.857300376,111826.29276337,59052.2072158382,47661.0980568677,46911.9921867364,108521.361055106,104537.411805312,94250.3643667098,91192.9162324089,88774.6679398007,86227.4085130772,81399.9234327786,81339.6817225529,79528.6852849295,71738.2342006174,71882.5055921281,66622.8984131854,66236.2937285393,102161.995569756,102886.76865789,95687.9280009865,4825.70338253156,3269.96936434151,4324.08108636341,4514.31921275731,2001.30020609482,1069.45822468261,5783.14025834815,7462.3539596443,3409.24236236848,4459.69519880704,4941.62888061291,6571.90018755831,5094.28072083793,2966.08007865997,23904.4678737758,23213.5927332667,23149.605892191,23136.4340108902,2285.78233016447,0,1101.2677962146,2202.53559242847,7164.38904856721,19655.3949291256,21827.8416281034,20594.7910955624,24088.9381353032,24269.6632659804,21027.846306341,24045.6134372279,19610.020552702,18834.6096177158,2512.17213978793,2939.7973357468,2512.17213978793,3703.34182197711,21445.7292237472,43346.266608032,19762.8982382473,20587.3647571845,20826.5229559865,20399.2132881312,20689.0586000602
"ws-A3",58215.3013079935,57791.7367709882,51046.626940032,50392.20553869,42552.8625111857,114196.255733274,3899.38822973688,57545.5580956971,50327.8521844822,67118.116632021,85939.3625984659,85939.3625984659,66233.088786239,95133.6817079325,32716.6745788858,67006.9960386958,88559.8450316243,36660.5381482607,42101.1455694783,41133.4691516916,40399.2693131076,39761.0816978,42327.0040403316,43004.7072995408,43657.9393615736,43148.2954649347,88199.9358267964,81029.2117804861,77667.0392470432,112379.197434761,112318.955724535,112174.001106908,112064.133776215,111979.420868814,111894.707961414,111784.84063072,111361.276093715,58587.190546183,47196.0813872124,46446.9755170812,108056.34438545,104072.395135657,93785.3476970545,90727.8995627536,88309.6512701454,85762.3918434219,80934.9067631233,80874.6650528976,79063.6686152742,71273.2175309621,71417.4889224728,66157.8817435301,65771.277058884,101696.9789001,102421.751988234,95222.9113313312,5926.97117874422,2168.70156812714,5425.34888257608,3413.05141654294,3102.56800230942,2170.72602089721,4681.87246213378,6361.08616342993,2307.97456615388,3358.42740259244,3840.36108439831,5470.63239134371,6195.54851705059,4067.34787487264,23439.4512041205,22748.5760636114,22684.5892225357,22671.4173412349,3387.05012637714,1101.2677962146,0,1101.26779621387,8265.65684477987,20756.6627253402,22929.109424318,21696.058891777,23623.9214656479,23804.6465963251,22129.1141025556,23580.5967675726,20711.2883489166,19935.8774139304,1410.90434357471,1838.5295395322,1410.90434357471,4804.60961819006,22546.9970199618,42881.2499383767,20864.1660344617,21688.6325533989,21927.7907522009,21500.4810843456,21790.3263962746
"ws-A5",57750.2846383377,57326.7201013324,50581.6102703762,49927.1888690342,42087.8458415299,113731.239063618,2798.12043352301,58646.8258919107,51429.1199806958,68219.3844282346,87040.6303946795,87040.6303946795,67334.3565824526,96234.9495041461,33817.9423750994,68108.2638349094,89661.1128278379,37761.8059444743,43202.4133656919,42234.7369479052,41500.5371093212,40862.3494940136,43428.2718365452,44105.9750957544,44759.2071577872,44249.5632611483,87734.9191571406,80564.1951108303,77202.0225773873,111914.180765105,111853.939054879,111708.984437253,111599.117106559,111514.404199159,111429.691291758,111319.823961065,110896.259424059,58122.1738765272,46731.0647175566,45981.9588474254,107591.327715795,103607.378466001,93320.3310273987,90262.8828930978,87844.6346004895,85297.3751737661,80469.8900934674,80409.6483832417,78598.6519456184,70808.2008613063,70952.472252817,65692.8650738743,65306.2603892282,101231.962230444,101956.735318579,94757.8946616754,7028.2389749567,1703.68489847138,6526.61667878939,2507.55319773103,4203.83579852329,3271.99381711107,3580.60466592019,5259.81836721634,1206.70676994012,2257.15960637871,2739.09328818468,4369.36459513008,7296.81631326224,5168.61567108567,22974.4345344647,22283.5593939556,22219.5725528798,22206.4006715791,4488.317922591,2202.53559242847,1101.26779621387,0,9366.92464099152,21857.9305215541,24030.3772205318,22797.3266879909,23158.9047959921,23339.6299266693,23230.3818987695,23115.5800979168,21812.5561451304,21037.1452101443,762.416166609913,737.261743318332,762.416166609913,5905.87741440392,23648.2648161756,42416.2332687209,21965.4338306753,22789.9003496128,23029.0585484145,22601.7488805592,22891.5941924882
